ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007052,mitotic spindle organization, 1/19,130/18614,0.124732755,0.166757892,0.09214861,HNRNPU,1
GO:0045621,positive regulation of lymphocyte differentiation, 1/19,130/18614,0.124732755,0.166757892,0.09214861,RUNX1,1
GO:0045739,positive regulation of DNA repair, 1/19,130/18614,0.124732755,0.166757892,0.09214861,DHX9,1
GO:0050864,regulation of B cell activation, 1/19,130/18614,0.124732755,0.166757892,0.09214861,SFRP1,1
GO:0010595,positive regulation of endothelial cell migration, 1/19,131/18614,0.125632456,0.167061574,0.092316422,HIF1A,1
GO:0050868,negative regulation of T cell activation, 1/19,131/18614,0.125632456,0.167061574,0.092316422,RUNX1,1
GO:0051225,spindle assembly, 1/19,131/18614,0.125632456,0.167061574,0.092316422,HNRNPU,1
GO:0051983,regulation of chromosome segregation, 1/19,131/18614,0.125632456,0.167061574,0.092316422,HNRNPU,1
GO:0098732,macromolecule deacylation, 1/19,131/18614,0.125632456,0.167061574,0.092316422,SIRT7,1
GO:0016571,histone methylation, 1/19,133/18614,0.127429231,0.169088787,0.093436638,FBL,1
GO:2000779,regulation of double-strand break repair, 1/19,133/18614,0.127429231,0.169088787,0.093436638,SIRT7,1
GO:0000018,regulation of DNA recombination, 1/19,134/18614,0.128326306,0.169194556,0.093495085,ALYREF,1
GO:0002702,positive regulation of production of molecular mediator of immune response, 1/19,134/18614,0.128326306,0.169194556,0.093495085,DDX21,1
GO:0009132,nucleoside diphosphate metabolic process, 1/19,134/18614,0.128326306,0.169194556,0.093495085,HIF1A,1
GO:0051224,negative regulation of protein transport, 1/19,134/18614,0.128326306,0.169194556,0.093495085,SFRP1,1
GO:0060972,left/right pattern formation, 1/19,134/18614,0.128326306,0.169194556,0.093495085,HIF1A,1
GO:0061982,meiosis I cell cycle process, 1/19,134/18614,0.128326306,0.169194556,0.093495085,SIRT7,1
GO:0042476,odontogenesis, 1/19,135/18614,0.129222507,0.169835295,0.09384915,AXIN2,1
GO:0043401,steroid hormone mediated signaling pathway, 1/19,135/18614,0.129222507,0.169835295,0.09384915,SFRP1,1
GO:0043467,regulation of generation of precursor metabolites and energy, 1/19,135/18614,0.129222507,0.169835295,0.09384915,HIF1A,1
GO:0030879,mammary gland development, 1/19,136/18614,0.130117835,0.170650846,0.094299815,HIF1A,1
GO:0071333,cellular response to glucose stimulus, 1/19,136/18614,0.130117835,0.170650846,0.094299815,HIF1A,1
GO:0007498,mesoderm development, 1/19,137/18614,0.131012291,0.171281333,0.094648215,RPL38,1
GO:0031929,TOR signaling, 1/19,137/18614,0.131012291,0.171281333,0.094648215,HIF1A,1
GO:1903052,positive regulation of proteolysis involved in protein catabolic process, 1/19,137/18614,0.131012291,0.171281333,0.094648215,AXIN2,1
GO:0046887,positive regulation of hormone secretion, 1/19,138/18614,0.131905876,0.171906714,0.094993794,HIF1A,1
GO:0071331,cellular response to hexose stimulus, 1/19,138/18614,0.131905876,0.171906714,0.094993794,HIF1A,1
GO:1904950,negative regulation of establishment of protein localization, 1/19,138/18614,0.131905876,0.171906714,0.094993794,SFRP1,1
GO:0009855,determination of bilateral symmetry, 1/19,139/18614,0.132798591,0.172707696,0.095436408,HIF1A,1
GO:0046328,regulation of JNK cascade, 1/19,139/18614,0.132798591,0.172707696,0.095436408,SFRP1,1
GO:0009799,specification of symmetry, 1/19,140/18614,0.133690435,0.172962,0.095576934,HIF1A,1
GO:0071326,cellular response to monosaccharide stimulus, 1/19,140/18614,0.133690435,0.172962,0.095576934,HIF1A,1
GO:1903008,organelle disassembly, 1/19,140/18614,0.133690435,0.172962,0.095576934,HIF1A,1
GO:1904019,epithelial cell apoptotic process, 1/19,140/18614,0.133690435,0.172962,0.095576934,ADAR,1
GO:2001235,positive regulation of apoptotic signaling pathway, 1/19,140/18614,0.133690435,0.172962,0.095576934,SFRP1,1
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process, 1/19,141/18614,0.134581411,0.173933519,0.096113785,AXIN2,1
GO:0010212,response to ionizing radiation, 1/19,143/18614,0.136360758,0.17604996,0.097283307,SFRP1,1
GO:0008584,male gonad development, 1/19,144/18614,0.137249131,0.177012898,0.097815416,SFRP1,1
GO:0046546,development of primary male sexual characteristics, 1/19,145/18614,0.138136639,0.177972724,0.098345805,SFRP1,1
GO:0007224,smoothened signaling pathway, 1/19,146/18614,0.139023282,0.17800713,0.098364818,SFRP1,1
GO:0010508,positive regulation of autophagy, 1/19,146/18614,0.139023282,0.17800713,0.098364818,HIF1A,1
GO:0030177,positive regulation of Wnt signaling pathway, 1/19,146/18614,0.139023282,0.17800713,0.098364818,SFRP1,1
GO:0050714,positive regulation of protein secretion, 1/19,146/18614,0.139023282,0.17800713,0.098364818,HIF1A,1
GO:0062013,positive regulation of small molecule metabolic process, 1/19,146/18614,0.139023282,0.17800713,0.098364818,HIF1A,1
GO:0072073,kidney epithelium development, 1/19,146/18614,0.139023282,0.17800713,0.098364818,SFRP1,1
GO:0002705,positive regulation of leukocyte mediated immunity, 1/19,148/18614,0.140793975,0.180088689,0.099515065,DDX21,1
GO:0061351,neural precursor cell proliferation, 1/19,150/18614,0.142561219,0.181787509,0.100453814,HIF1A,1
GO:1903038,negative regulation of leukocyte cell-cell adhesion, 1/19,150/18614,0.142561219,0.181787509,0.100453814,RUNX1,1
GO:2000377,regulation of reactive oxygen species metabolic process, 1/19,150/18614,0.142561219,0.181787509,0.100453814,HIF1A,1
GO:0001890,placenta development, 1/19,152/18614,0.144325018,0.183283918,0.101280714,HIF1A,1
GO:0007612,learning, 1/19,152/18614,0.144325018,0.183283918,0.101280714,HIF1A,1
GO:0043535,regulation of blood vessel endothelial cell migration, 1/19,152/18614,0.144325018,0.183283918,0.101280714,HIF1A,1
GO:0071322,cellular response to carbohydrate stimulus, 1/19,152/18614,0.144325018,0.183283918,0.101280714,HIF1A,1
GO:0030183,B cell differentiation, 1/19,153/18614,0.145205628,0.184025908,0.10169073,SFRP1,1
GO:0046718,viral entry into host cell, 1/19,153/18614,0.145205628,0.184025908,0.10169073,IFITM1,1
GO:0050729,positive regulation of inflammatory response, 1/19,154/18614,0.14608538,0.184952132,0.102202551,DHX9,1
GO:0043524,negative regulation of neuron apoptotic process, 1/19,155/18614,0.146964273,0.185497589,0.102503965,HIF1A,1
GO:0060041,retina development in camera-type eye, 1/19,155/18614,0.146964273,0.185497589,0.102503965,HIF1A,1
GO:0070507,regulation of microtubule cytoskeleton organization, 1/19,155/18614,0.146964273,0.185497589,0.102503965,HNRNPU,1
GO:0000723,telomere maintenance, 1/19,156/18614,0.14784231,0.185662436,0.102595057,HNRNPU,1
GO:0007584,response to nutrient, 1/19,156/18614,0.14784231,0.185662436,0.102595057,SFRP1,1
GO:0007605,sensory perception of sound, 1/19,156/18614,0.14784231,0.185662436,0.102595057,RPL38,1
GO:1903531,negative regulation of secretion by cell, 1/19,156/18614,0.14784231,0.185662436,0.102595057,SFRP1,1
GO:2001236,regulation of extrinsic apoptotic signaling pathway, 1/19,156/18614,0.14784231,0.185662436,0.102595057,SFRP1,1
GO:0001678,intracellular glucose homeostasis, 1/19,157/18614,0.14871949,0.186387091,0.102995494,HIF1A,1
GO:0048592,eye morphogenesis, 1/19,157/18614,0.14871949,0.186387091,0.102995494,HIF1A,1
GO:0016241,regulation of macroautophagy, 1/19,159/18614,0.150471286,0.188202756,0.103998811,HIF1A,1
GO:0051092,positive regulation of NF-kappaB transcription factor activity, 1/19,159/18614,0.150471286,0.188202756,0.103998811,DHX9,1
GO:0006261,DNA-templated DNA replication, 1/19,160/18614,0.151345902,0.188916191,0.104393047,ALYREF,1
GO:0044409,entry into host, 1/19,160/18614,0.151345902,0.188916191,0.104393047,IFITM1,1
GO:0035051,cardiocyte differentiation, 1/19,161/18614,0.152219665,0.18924607,0.104575335,HNRNPU,1
GO:0051017,actin filament bundle assembly, 1/19,161/18614,0.152219665,0.18924607,0.104575335,SFRP1,1
GO:1902850,microtubule cytoskeleton organization involved in mitosis, 1/19,161/18614,0.152219665,0.18924607,0.104575335,HNRNPU,1
GO:1990845,adaptive thermogenesis, 1/19,161/18614,0.152219665,0.18924607,0.104575335,HNRNPU,1
GO:0016052,carbohydrate catabolic process, 1/19,162/18614,0.153092576,0.19014098,0.105069852,HIF1A,1
GO:0051100,negative regulation of binding, 1/19,163/18614,0.153964636,0.191033045,0.105562798,GTPBP4,1
GO:0030307,positive regulation of cell growth, 1/19,164/18614,0.154835844,0.191922274,0.106054176,SFRP1,1
GO:0061572,actin filament bundle organization, 1/19,165/18614,0.155706203,0.192808678,0.106543994,SFRP1,1
GO:0003205,cardiac chamber development, 1/19,166/18614,0.156575713,0.193692266,0.107032255,HIF1A,1
GO:2001022,positive regulation of response to DNA damage stimulus, 1/19,167/18614,0.157444374,0.194573047,0.107518965,DHX9,1
GO:0046661,male sex differentiation, 1/19,168/18614,0.158312188,0.195451031,0.108004129,SFRP1,1
GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, 1/19,169/18614,0.159179154,0.196326226,0.108487753,SFRP1,1
GO:0007254,JNK cascade, 1/19,170/18614,0.160045275,0.197198642,0.108969841,SFRP1,1
GO:1902905,positive regulation of supramolecular fiber organization, 1/19,171/18614,0.16091055,0.198068289,0.109450398,SFRP1,1
GO:0072331,signal transduction by p53 class mediator, 1/19,173/18614,0.162638569,0.19960188,0.110297843,MYBBP1A,1
GO:2000058,regulation of ubiquitin-dependent protein catabolic process, 1/19,173/18614,0.162638569,0.19960188,0.110297843,AXIN2,1
GO:2001242,regulation of intrinsic apoptotic signaling pathway, 1/19,173/18614,0.162638569,0.19960188,0.110297843,HIF1A,1
GO:0046631,alpha-beta T cell activation, 1/19,175/18614,0.164363215,0.201519361,0.111357423,RUNX1,1
GO:0010634,positive regulation of epithelial cell migration, 1/19,176/18614,0.165224276,0.201778319,0.11150052,HIF1A,1
GO:0030509,BMP signaling pathway, 1/19,176/18614,0.165224276,0.201778319,0.11150052,SFRP1,1
GO:0048660,regulation of smooth muscle cell proliferation, 1/19,176/18614,0.165224276,0.201778319,0.11150052,IGFBP3,1
GO:0051099,positive regulation of binding, 1/19,176/18614,0.165224276,0.201778319,0.11150052,DHX9,1
GO:0010469,regulation of signaling receptor activity, 1/19,177/18614,0.166084496,0.202034225,0.111641931,HIF1A,1
GO:0019827,stem cell population maintenance, 1/19,177/18614,0.166084496,0.202034225,0.111641931,SFRP1,1
GO:0022900,electron transport chain, 1/19,177/18614,0.166084496,0.202034225,0.111641931,MYBBP1A,1
GO:0050680,negative regulation of epithelial cell proliferation, 1/19,177/18614,0.166084496,0.202034225,0.111641931,SFRP1,1
GO:0032635,interleukin-6 production, 1/19,178/18614,0.166943876,0.202682594,0.112000213,DHX9,1
GO:0032675,regulation of interleukin-6 production, 1/19,178/18614,0.166943876,0.202682594,0.112000213,DHX9,1
GO:0043534,blood vessel endothelial cell migration, 1/19,179/18614,0.167802417,0.203327417,0.112356535,HIF1A,1
GO:0050954,sensory perception of mechanical stimulus, 1/19,179/18614,0.167802417,0.203327417,0.112356535,RPL38,1
GO:0035265,organ growth, 1/19,180/18614,0.16866012,0.203572273,0.11249184,RUNX1,1
GO:0045580,regulation of T cell differentiation, 1/19,180/18614,0.16866012,0.203572273,0.11249184,RUNX1,1
GO:0048659,smooth muscle cell proliferation, 1/19,180/18614,0.16866012,0.203572273,0.11249184,IGFBP3,1
GO:0051048,negative regulation of secretion, 1/19,180/18614,0.16866012,0.203572273,0.11249184,SFRP1,1
GO:0098727,maintenance of cell number, 1/19,181/18614,0.169516986,0.20440786,0.112953577,SFRP1,1
GO:0006479,protein methylation, 1/19,182/18614,0.170373014,0.205041942,0.113303963,FBL,1
GO:0008213,protein alkylation, 1/19,182/18614,0.170373014,0.205041942,0.113303963,FBL,1
GO:0031503,protein-containing complex localization, 1/19,183/18614,0.171228207,0.205672566,0.113652439,HNRNPU,1
GO:0043409,negative regulation of MAPK cascade, 1/19,183/18614,0.171228207,0.205672566,0.113652439,SFRP1,1
GO:0021543,pallium development, 1/19,184/18614,0.172082565,0.20590226,0.113779365,HIF1A,1
GO:0048469,cell maturation, 1/19,184/18614,0.172082565,0.20590226,0.113779365,HIF1A,1
GO:1902107,positive regulation of leukocyte differentiation, 1/19,184/18614,0.172082565,0.20590226,0.113779365,RUNX1,1
GO:1903708,positive regulation of hemopoiesis, 1/19,184/18614,0.172082565,0.20590226,0.113779365,RUNX1,1
GO:0001936,regulation of endothelial cell proliferation, 1/19,185/18614,0.172936088,0.206129195,0.113904767,HIF1A,1
GO:0032640,tumor necrosis factor production, 1/19,185/18614,0.172936088,0.206129195,0.113904767,DHX9,1
GO:0032680,regulation of tumor necrosis factor production, 1/19,185/18614,0.172936088,0.206129195,0.113904767,DHX9,1
GO:0044000,movement in host, 1/19,185/18614,0.172936088,0.206129195,0.113904767,IFITM1,1
GO:0043405,regulation of MAP kinase activity, 1/19,186/18614,0.173788777,0.206946943,0.114356646,SFRP1,1
GO:0032200,telomere organization, 1/19,187/18614,0.174640634,0.207364883,0.114587595,HNRNPU,1
GO:0071772,response to BMP, 1/19,187/18614,0.174640634,0.207364883,0.114587595,SFRP1,1
GO:0071773,cellular response to BMP stimulus, 1/19,187/18614,0.174640634,0.207364883,0.114587595,SFRP1,1
GO:0040029,epigenetic regulation of gene expression, 1/19,188/18614,0.175491658,0.20797771,0.114926237,HNRNPU,1
GO:0061138,morphogenesis of a branching epithelium, 1/19,188/18614,0.175491658,0.20797771,0.114926237,SFRP1,1
GO:0002700,regulation of production of molecular mediator of immune response, 1/19,189/18614,0.176341852,0.208786063,0.115372924,DDX21,1
GO:0031099,regeneration, 1/19,190/18614,0.177191214,0.208994765,0.115488251,RUNX1,1
GO:0051495,positive regulation of cytoskeleton organization, 1/19,190/18614,0.177191214,0.208994765,0.115488251,SFRP1,1
GO:0071706,tumor necrosis factor superfamily cytokine production, 1/19,190/18614,0.177191214,0.208994765,0.115488251,DHX9,1
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production, 1/19,190/18614,0.177191214,0.208994765,0.115488251,DHX9,1
GO:0030308,negative regulation of cell growth, 1/19,191/18614,0.178039747,0.209200913,0.115602166,SFRP1,1
GO:0050777,negative regulation of immune response, 1/19,191/18614,0.178039747,0.209200913,0.115602166,ADAR,1
GO:0051260,protein homooligomerization, 1/19,191/18614,0.178039747,0.209200913,0.115602166,RBMX,1
GO:0071478,cellular response to radiation, 1/19,191/18614,0.178039747,0.209200913,0.115602166,SFRP1,1
GO:0009755,hormone-mediated signaling pathway, 1/19,192/18614,0.17888745,0.209602088,0.115823851,SFRP1,1
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling, 1/19,192/18614,0.17888745,0.209602088,0.115823851,DDX21,1
GO:0055001,muscle cell development, 1/19,192/18614,0.17888745,0.209602088,0.115823851,HNRNPU,1
GO:0032872,regulation of stress-activated MAPK cascade, 1/19,193/18614,0.179734326,0.210395884,0.116262494,SFRP1,1
GO:0009749,response to glucose, 1/19,194/18614,0.180580374,0.210790248,0.116480415,HIF1A,1
GO:0045664,regulation of neuron differentiation, 1/19,194/18614,0.180580374,0.210790248,0.116480415,SFRP1,1
GO:0061136,regulation of proteasomal protein catabolic process, 1/19,194/18614,0.180580374,0.210790248,0.116480415,AXIN2,1
GO:0007369,gastrulation, 1/19,196/18614,0.18226999,0.211965663,0.117129936,SFRP1,1
GO:0009060,aerobic respiration, 1/19,196/18614,0.18226999,0.211965663,0.117129936,HIF1A,1
GO:0070302,regulation of stress-activated protein kinase signaling cascade, 1/19,196/18614,0.18226999,0.211965663,0.117129936,SFRP1,1
GO:0140013,meiotic nuclear division, 1/19,196/18614,0.18226999,0.211965663,0.117129936,SIRT7,1
GO:0002520,immune system development, 1/19,197/18614,0.18311356,0.212548637,0.117452082,ADAR,1
GO:0032388,positive regulation of intracellular transport, 1/19,197/18614,0.18311356,0.212548637,0.117452082,DHX9,1
GO:0007051,spindle organization, 1/19,198/18614,0.183956305,0.213128481,0.117772497,HNRNPU,1
GO:0071897,DNA biosynthetic process, 1/19,198/18614,0.183956305,0.213128481,0.117772497,HNRNPU,1
GO:0000070,mitotic sister chromatid segregation, 1/19,199/18614,0.184798227,0.213705212,0.118091193,HNRNPU,1
GO:0009746,response to hexose, 1/19,199/18614,0.184798227,0.213705212,0.118091193,HIF1A,1
GO:0001935,endothelial cell proliferation, 1/19,201/18614,0.186479602,0.215448992,0.119054787,HIF1A,1
GO:0031032,actomyosin structure organization, 1/19,202/18614,0.187319057,0.216217722,0.119479579,SFRP1,1
GO:0001763,morphogenesis of a branching structure, 1/19,203/18614,0.188157692,0.216984079,0.119903059,SFRP1,1
GO:0000302,response to reactive oxygen species, 1/19,205/18614,0.189832502,0.2187124,0.120858111,HIF1A,1
GO:2000241,regulation of reproductive process, 1/19,206/18614,0.190668679,0.219472196,0.121277966,SFRP1,1
GO:0034284,response to monosaccharide, 1/19,207/18614,0.191504038,0.220025916,0.121583946,HIF1A,1
GO:1902115,regulation of organelle assembly, 1/19,207/18614,0.191504038,0.220025916,0.121583946,HNRNPU,1
GO:0045732,positive regulation of protein catabolic process, 1/19,209/18614,0.193172307,0.221737528,0.122529764,AXIN2,1
GO:0002064,epithelial cell development, 1/19,210/18614,0.194005218,0.222282731,0.122831037,HIF1A,1
GO:1903828,negative regulation of protein localization, 1/19,210/18614,0.194005218,0.222282731,0.122831037,SFRP1,1
GO:0050821,protein stabilization, 1/19,213/18614,0.196499066,0.224932572,0.12429531,GTPBP4,1
GO:0016051,carbohydrate biosynthetic process, 1/19,214/18614,0.197328723,0.225466674,0.124590449,SIRT7,1
GO:1901888,regulation of cell junction assembly, 1/19,214/18614,0.197328723,0.225466674,0.124590449,SFRP1,1
GO:1903046,meiotic cell cycle process, 1/19,215/18614,0.198157568,0.226205607,0.124998776,SIRT7,1
GO:0043523,regulation of neuron apoptotic process, 1/19,219/18614,0.201464849,0.229348618,0.12673557,HIF1A,1
GO:0046034,ATP metabolic process, 1/19,219/18614,0.201464849,0.229348618,0.12673557,HIF1A,1
GO:1901215,negative regulation of neuron death, 1/19,219/18614,0.201464849,0.229348618,0.12673557,HIF1A,1
GO:0043583,ear development, 1/19,221/18614,0.203113638,0.231013863,0.127655767,RPL38,1
GO:0010810,regulation of cell-substrate adhesion, 1/19,222/18614,0.203936823,0.231737909,0.128055866,SFRP1,1
GO:0033157,regulation of intracellular protein transport, 1/19,224/18614,0.205580777,0.233392436,0.12897014,SIRT7,1
GO:0097191,extrinsic apoptotic signaling pathway, 1/19,227/18614,0.208040678,0.235969427,0.130394157,SFRP1,1
GO:0008406,gonad development, 1/19,228/18614,0.208859041,0.236681504,0.130787644,SFRP1,1
GO:1903050,regulation of proteolysis involved in protein catabolic process, 1/19,230/18614,0.210493362,0.238316095,0.131690901,AXIN2,1
GO:0010594,regulation of endothelial cell migration, 1/19,232/18614,0.212124485,0.239725761,0.132469867,HIF1A,1
GO:0050769,positive regulation of neurogenesis, 1/19,232/18614,0.212124485,0.239725761,0.132469867,HIF1A,1
GO:0045137,development of primary sexual characteristics, 1/19,233/18614,0.212938849,0.239990972,0.13261642,SFRP1,1
GO:0051651,maintenance of location in cell, 1/19,233/18614,0.212938849,0.239990972,0.13261642,HNRNPU,1
GO:2001234,negative regulation of apoptotic signaling pathway, 1/19,233/18614,0.212938849,0.239990972,0.13261642,HIF1A,1
GO:0009743,response to carbohydrate, 1/19,234/18614,0.213752415,0.240471467,0.132881936,HIF1A,1
GO:0060560,developmental growth involved in morphogenesis, 1/19,234/18614,0.213752415,0.240471467,0.132881936,SFRP1,1
GO:0060348,bone development, 1/19,235/18614,0.214565185,0.241167384,0.133266493,AXIN2,1
GO:0051403,stress-activated MAPK cascade, 1/19,237/18614,0.216188337,0.242552768,0.134032041,SFRP1,1
GO:0072593,reactive oxygen species metabolic process, 1/19,237/18614,0.216188337,0.242552768,0.134032041,HIF1A,1
GO:0007160,cell-matrix adhesion, 1/19,239/18614,0.21780831,0.244149749,0.134914515,SFRP1,1
GO:0042445,hormone metabolic process, 1/19,241/18614,0.219425112,0.245740296,0.135793434,HIF1A,1
GO:0009205,purine ribonucleoside triphosphate metabolic process, 1/19,244/18614,0.221844379,0.248225872,0.137166937,HIF1A,1
GO:0031098,stress-activated protein kinase signaling cascade, 1/19,245/18614,0.222649221,0.24890219,0.137540662,SFRP1,1
GO:0002703,regulation of leukocyte mediated immunity, 1/19,246/18614,0.223453275,0.24957641,0.137913229,DDX21,1
GO:0071695,anatomical structure maturation, 1/19,247/18614,0.224256541,0.250248539,0.138284641,HIF1A,1
GO:0042593,glucose homeostasis, 1/19,248/18614,0.22505902,0.250693545,0.138530546,HIF1A,1
GO:0051259,protein complex oligomerization, 1/19,248/18614,0.22505902,0.250693545,0.138530546,RBMX,1
GO:0009144,purine nucleoside triphosphate metabolic process, 1/19,249/18614,0.225860712,0.250911453,0.138650959,HIF1A,1
GO:0033500,carbohydrate homeostasis, 1/19,249/18614,0.225860712,0.250911453,0.138650959,HIF1A,1
GO:0050870,positive regulation of T cell activation, 1/19,249/18614,0.225860712,0.250911453,0.138650959,RUNX1,1
GO:0000819,sister chromatid segregation, 1/19,250/18614,0.226661618,0.251351544,0.138894149,HNRNPU,1
GO:0016485,protein processing, 1/19,250/18614,0.226661618,0.251351544,0.138894149,RUNX1,1
GO:0009199,ribonucleoside triphosphate metabolic process, 1/19,251/18614,0.22746174,0.25201381,0.13926011,HIF1A,1
GO:0032886,regulation of microtubule-based process, 1/19,252/18614,0.228261077,0.252449027,0.139500606,HNRNPU,1
GO:0097305,response to alcohol, 1/19,252/18614,0.228261077,0.252449027,0.139500606,SFRP1,1
GO:0050730,regulation of peptidyl-tyrosine phosphorylation, 1/19,255/18614,0.230654389,0.254868996,0.140837855,SFRP1,1
GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling, 1/19,258/18614,0.233040669,0.257048411,0.142042177,DDX21,1
GO:0045927,positive regulation of growth, 1/19,258/18614,0.233040669,0.257048411,0.142042177,SFRP1,1
GO:0051402,neuron apoptotic process, 1/19,259/18614,0.233834537,0.257695204,0.142399587,HIF1A,1
GO:0090068,positive regulation of cell cycle process, 1/19,262/18614,0.23621147,0.260083906,0.143719558,HNRNPU,1
GO:0002699,positive regulation of immune effector process, 1/19,267/18614,0.240157509,0.264194531,0.145991045,DDX21,1
GO:0110053,regulation of actin filament organization, 1/19,268/18614,0.240944395,0.26482561,0.146339772,SFRP1,1
GO:0009141,nucleoside triphosphate metabolic process, 1/19,269/18614,0.24173051,0.265454724,0.146687414,HIF1A,1
GO:0021537,telencephalon development, 1/19,270/18614,0.242515853,0.266081881,0.147033974,HIF1A,1
GO:0051091,positive regulation of DNA-binding transcription factor activity, 1/19,271/18614,0.243300425,0.266707086,0.147379456,DHX9,1
GO:0043547,positive regulation of GTPase activity, 1/19,272/18614,0.244084228,0.267330345,0.147723862,SFRP1,1
GO:1903039,positive regulation of leukocyte cell-cell adhesion, 1/19,273/18614,0.244867261,0.267951664,0.148067196,RUNX1,1
GO:0071560,cellular response to transforming growth factor beta stimulus, 1/19,274/18614,0.245649526,0.268571049,0.148409462,SFRP1,1
GO:0007611,learning or memory, 1/19,276/18614,0.247211754,0.269804041,0.1490908,HIF1A,1
GO:0042113,B cell activation, 1/19,276/18614,0.247211754,0.269804041,0.1490908,SFRP1,1
GO:0051962,positive regulation of nervous system development, 1/19,280/18614,0.250327018,0.272724699,0.150704724,HIF1A,1
GO:0071559,response to transforming growth factor beta, 1/19,280/18614,0.250327018,0.272724699,0.150704724,SFRP1,1
GO:0045165,cell fate commitment, 1/19,281/18614,0.251103924,0.273331353,0.151039954,SFRP1,1
GO:0007548,sex differentiation, 1/19,283/18614,0.252655447,0.27453899,0.151707281,SFRP1,1
GO:0043542,endothelial cell migration, 1/19,283/18614,0.252655447,0.27453899,0.151707281,HIF1A,1
GO:0031348,negative regulation of defense response, 1/19,284/18614,0.253430067,0.274899688,0.151906599,ADAR,1
GO:0051321,meiotic cell cycle, 1/19,284/18614,0.253430067,0.274899688,0.151906599,SIRT7,1
GO:1903532,positive regulation of secretion by cell, 1/19,289/18614,0.257291767,0.278845004,0.154086738,HIF1A,1
GO:0034599,cellular response to oxidative stress, 1/19,290/18614,0.258061833,0.279435742,0.154413174,HIF1A,1
GO:0007249,I-kappaB kinase/NF-kappaB signaling, 1/19,293/18614,0.260367495,0.281686784,0.155657075,DDX21,1
GO:0010632,regulation of epithelial cell migration, 1/19,295/18614,0.261900829,0.283099069,0.156437489,HIF1A,1
GO:0051146,striated muscle cell differentiation, 1/19,297/18614,0.263431152,0.284505645,0.157214747,HNRNPU,1
GO:0030522,intracellular receptor signaling pathway, 1/19,299/18614,0.264958469,0.285906532,0.157988863,SFRP1,1
GO:0030217,T cell differentiation, 1/19,300/18614,0.265721002,0.28623199,0.158168707,RUNX1,1
GO:0045089,positive regulation of innate immune response, 1/19,300/18614,0.265721002,0.28623199,0.158168707,DHX9,1
GO:0048608,reproductive structure development, 1/19,301/18614,0.266482786,0.286555515,0.158347483,SFRP1,1
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, 1/19,301/18614,0.266482786,0.286555515,0.158347483,SFRP1,1
GO:0006302,double-strand break repair, 1/19,303/18614,0.268004107,0.287693259,0.158976188,SIRT7,1
GO:0051054,positive regulation of DNA metabolic process, 1/19,303/18614,0.268004107,0.287693259,0.158976188,DHX9,1
GO:0034504,protein localization to nucleus, 1/19,304/18614,0.268763646,0.288259454,0.159289062,HNRNPU,1
GO:0061458,reproductive system development, 1/19,305/18614,0.269522438,0.288823873,0.159600953,SFRP1,1
GO:0051222,positive regulation of protein transport, 1/19,309/18614,0.272550155,0.291816632,0.16125472,HIF1A,1
GO:0001822,kidney development, 1/19,310/18614,0.273305225,0.292373031,0.16156218,SFRP1,1
GO:0050890,cognition, 1/19,317/18614,0.278569959,0.297492596,0.164391196,HIF1A,1
GO:0051047,positive regulation of secretion, 1/19,317/18614,0.278569959,0.297492596,0.164391196,HIF1A,1
GO:0021700,developmental maturation, 1/19,319/18614,0.280067519,0.29883493,0.165132956,HIF1A,1
GO:0043414,macromolecule methylation, 1/19,320/18614,0.280815194,0.299118758,0.165289796,FBL,1
GO:0072001,renal system development, 1/19,320/18614,0.280815194,0.299118758,0.165289796,SFRP1,1
GO:0022409,positive regulation of cell-cell adhesion, 1/19,321/18614,0.281562134,0.299657387,0.165587436,RUNX1,1
GO:0016236,macroautophagy, 1/19,322/18614,0.282308338,0.299937516,0.165742233,HIF1A,1
GO:0031647,regulation of protein stability, 1/19,322/18614,0.282308338,0.299937516,0.165742233,GTPBP4,1
GO:0009416,response to light stimulus, 1/19,323/18614,0.283053809,0.300472505,0.166037862,HIF1A,1
GO:1904951,positive regulation of establishment of protein localization, 1/19,325/18614,0.284542549,0.301794915,0.166768612,HIF1A,1
GO:0002833,positive regulation of response to biotic stimulus, 1/19,327/18614,0.28602836,0.302595591,0.167211056,DHX9,1
GO:0051251,positive regulation of lymphocyte activation, 1/19,327/18614,0.28602836,0.302595591,0.167211056,RUNX1,1
GO:1901214,regulation of neuron death, 1/19,327/18614,0.28602836,0.302595591,0.167211056,HIF1A,1
GO:0002440,production of molecular mediator of immune response, 1/19,328/18614,0.286770169,0.302864413,0.167359605,DDX21,1
GO:0048638,regulation of developmental growth, 1/19,328/18614,0.286770169,0.302864413,0.167359605,RUNX1,1
GO:0006310,DNA recombination, 1/19,332/18614,0.28973011,0.305470965,0.168799957,ALYREF,1
GO:0051604,protein maturation, 1/19,332/18614,0.28973011,0.305470965,0.168799957,RUNX1,1
